Sample_ID	Plate	Well	no_sample	BOX	BOX_Well
E5698502-5	15	D04	NA	15	D04
A7786512-6	15	D05	NA	15	D05
E6117591-5	15	D06	NA	15	D06
A7198820-4	15	D07	NA	15	D07
E4896051-5	15	D08	NA	15	D08
EMPTY15	15	D09	NA	15	D09
A7117629-6	15	D10	NA	15	Loose
E5217745-5	15	D11	NA	15	Loose
E5012008-5	15	D12	NA	15	Loose
A8181742-6	15	E01	NA	15	E01
E5320771-5	15	E02	NA	15	E02
A8437302-6	15	E03	NA	15	E03
A7791311-6	15	E04	NA	15	E04
E4820907-5	15	E05	NA	15	E05
A7146063-6	15	E06	NA	15	E06
A7959490-6	15	E07	NA	15	E07
A8239989-6	15	E08	NA	15	E08
E4731603-5	15	E09	NA	15	E09
A8958024-8	15	E10	NA	15	Loose
E4815885-5	15	E11	NA	15	Loose
A7161052-6	15	E12	NA	15	Loose
E4731621-5	15	F01	NA	15	F01
E5236732-5	15	F02	NA	15	F02
A7337275-6	15	F03	NA	15	F03
A8517221-9	15	F04	NA	15	F04
E5249704-5	15	F05	NA	15	F05
E4859938-5	15	F06	NA	15	F06
A7337293-6	15	F07	NA	15	F07
E5692488-5	15	F08	NA	15	F08
A7360339-6	15	F09	NA	15	F09
E4911933-5	15	F10	NA	15	Loose
E4958902-5	15	F11	NA	15	Loose
A7791328-6	15	F12	NA	15	Loose
MOCK15	15	G01	NA	15	G01
A8181737-6	15	G02	NA	15	G02
A8185533-6	15	G03	NA	15	G03
E5217978-4	15	G04	NA	15	G04
E5024061-5	15	G05	NA	15	G05
A8176495-6	15	G06	NA	15	G06
A7337299-6	15	G07	NA	15	G07
A8084434-6	15	G08	NA	15	G08
A7893421-6	15	G09	NA	15	G09
E4806098-5	15	G10	NA	15	Loose
A7895771-6	15	G11	NA	15	Loose
A8549172-6	15	G12	NA	15	Loose
A7786515-6	15	H01	NA	15	H01
E4958919-5	15	H02	NA	15	H02
E5417559-5	15	H03	NA	15	H03
E4859959-5	15	H04	NA	15	H04
A7131213-6	15	H05	NA	15	H05
A8181718-6	15	H06	NA	15	H06
E5217962-5	15	H07	NA	15	H07
A7198842-6	15	H08	NA	15	H08
E4806096-5	15	H09	NA	15	H09
E4868428-5	15	H10	NA	15	Loose
A8127558-6	15	H11	NA	15	Loose
A8858870-6	15	H12	NA	15	Loose
A8238623-6	16	A01	NA	16	A01
A8634139-6	16	A02	NA	16	A02
E5507945-5	16	A03	NA	16	A03
A7888694-6	16	A04	NA	16	A04
E4755348-14	16	A05	NA	16	A05
A8068687-6	16	A06	NA	16	A06
S1706863-5	16	A07	NA	16	A07
A7965388-6	16	A08	NA	16	A08
A7408181-6	16	A09	NA	16	A09
E4830984-5	16	A10	NA	16	I1
E5010431-5	16	A11	NA	16	I2
E4870458-5	16	A12	NA	16	I3
A7198927-6	16	B01	NA	16	B01
E5439150-5	16	B02	NA	16	B02
E5379150-5	16	B03	NA	16	B03
A7645869-6	16	B04	NA	16	B04
E5285889-5	16	B05	NA	16	B05
E5045377-5	16	B06	NA	16	B06
E5218392-5	16	B07	NA	16	B07
A8318835-6	16	B08	NA	16	B08
A7652712-6	16	B09	NA	16	B09
E4762207-8	16	B10	NA	16	I4
A7786516-6	16	B11	NA	16	I5
A8549143-6	16	B12	NA	16	I6
A8253154-6	16	C01	NA	16	C01
A7161050-3	16	C02	NA	16	C02
A8307875-6	16	C03	NA	16	C03
A7198798-6	16	C04	NA	16	C04
E5379144-7	16	C05	NA	16	C05
E5226690-5	16	C06	NA	16	C06
E5551529-5	16	C07	NA	16	C07
E5309182-5	16	C08	NA	16	C08
E5780402-5	16	C09	NA	16	C09
E4911932-5	16	C10	NA	16	I7
A7795787-6	16	C11	NA	16	I8
A8177492-6	16	C12	NA	16	I9
A7198775-6	16	D01	NA	16	D01
A8257364-6	16	D02	NA	16	D02
E5499939-5	16	D03	NA	16	D03
S1486511-5	16	D04	NA	16	D04
E5010425-5	16	D05	NA	16	D05
A8473146-6	16	D06	NA	16	D06
MOCK16	16	D07	NA	16	D07
A7578766-6	16	D08	NA	16	D08
E4824861-5	16	D09	NA	16	D09
A7198923-6	16	D10	NA	16	Loose
E4943113-5	16	D11	NA	16	Loose
A8165721-6	16	D12	NA	16	Loose
E5012023-5	16	E01	NA	16	E01
A8413631-6	16	E02	NA	16	E02
A7598176-6	16	E03	NA	16	E03
A7742553-6	16	E04	NA	16	E04
A7933424-6	16	E05	NA	16	E05
E4836824-5	16	E06	NA	16	E06
A7795799-6	16	E07	NA	16	E07
E4890047-5	16	E08	NA	16	E08
E4890042-5	16	E09	NA	16	E09
A8105076-6	16	E10	NA	16	Loose
A8858872-6	16	E11	NA	16	Loose
A7337321-6	16	E12	NA	16	Loose
E5218416-5	16	F01	NA	16	F01
E5309165-5	16	F02	NA	16	F02
A9162662-6	16	F03	NA	16	F03
A7111822-6	16	F04	NA	16	F04
E5279997-8	16	F05	NA	16	F05
A8318859-6	16	F06	NA	16	F06
A7198904-6	16	F07	NA	16	F07
EMPTY4	16	F08	NA	16	F08
E4817400-8	16	F09	NA	16	F09
E4911936-5	16	F10	NA	16	Loose
A8736564-6	16	F11	NA	16	Loose
A7888690-6	16	F12	NA	16	Loose
E4889638-5	16	G01	NA	16	G01
E4610405-5	16	G02	NA	16	G02
NEGATIVE16	16	G03	NA	16	G03
E4760106-14	16	G04	NA	16	G04
A8238627-6	16	G05	NA	16	G05
E5342320-5	16	G06	NA	16	G06
A8549232-6	16	G07	NA	16	G07
A7786511-6	16	G08	NA	16	G08
A8306710-6	16	G09	NA	16	G09
E5280024-8	16	G10	NA	16	Loose
A7208203-6	16	G11	NA	16	Loose
A8935667-6	16	G12	NA	16	Loose
A7933437-6	16	H01	NA	16	H01
E5753380-8	16	H02	NA	16	H02
E5309187-5	16	H03	NA	16	H03
A8450229-6	16	H04	NA	16	H04
E5198506-5	16	H05	NA	16	H05
E4760104-14	16	H06	NA	16	H06
S1841241-5	16	H07	NA	16	H07
A8306717-6	16	H08	NA	16	H08
A8134146-6	16	H09	NA	16	H09
E5279977-5	16	H10	NA	16	Loose
A8165718-6	16	H11	NA	16	Loose
E4934544-5	16	H12	NA	16	Loose
