OTU	Classification	tax	Label
Otu03740	OTU3740	Proteobacteria	Proteobacteria (OTU3740)
Otu03741	OTU3741	Proteobacteria	Proteobacteria (OTU3741)
Otu03742	OTU3742	Sphingomonas	Sphingomonas (OTU3742)
Otu03743	OTU3743	Lactobacillus	Lactobacillus (OTU3743)
Otu03744	OTU3744	Lactobacillaceae	Lactobacillaceae (OTU3744)
Otu03745	OTU3745	Lactobacillaceae	Lactobacillaceae (OTU3745)
Otu03746	OTU3746	Enterococcus	Enterococcus (OTU3746)
Otu03747	OTU3747	Lactobacillaceae	Lactobacillaceae (OTU3747)
Otu03748	OTU3748	Lactobacillales	Lactobacillales (OTU3748)
Otu03749	OTU3749	Aerococcus	Aerococcus (OTU3749)
Otu03750	OTU3750	Lactobacillales	Lactobacillales (OTU3750)
Otu03751	OTU3751	Lactobacillaceae	Lactobacillaceae (OTU3751)
Otu03752	OTU3752	Lactobacillus	Lactobacillus (OTU3752)
Otu03753	OTU3753	Lactobacillaceae	Lactobacillaceae (OTU3753)
Otu03754	OTU3754	Lactobacillus	Lactobacillus (OTU3754)
Otu03755	OTU3755	Lactobacillaceae	Lactobacillaceae (OTU3755)
Otu03756	OTU3756	Lactococcus	Lactococcus (OTU3756)
Otu03757	OTU3757	Lactobacillus	Lactobacillus (OTU3757)
Otu03758	OTU3758	Enterococcaceae	Enterococcaceae (OTU3758)
Otu03759	OTU3759	Lactobacillus	Lactobacillus (OTU3759)
Otu03760	OTU3760	Lactobacillus	Lactobacillus (OTU3760)
Otu03761	OTU3761	Lactobacillus	Lactobacillus (OTU3761)
Otu03762	OTU3762	Lactobacillales	Lactobacillales (OTU3762)
Otu03763	OTU3763	Lactobacillales	Lactobacillales (OTU3763)
Otu03764	OTU3764	Lactobacillales	Lactobacillales (OTU3764)
Otu03765	OTU3765	Lactobacillus	Lactobacillus (OTU3765)
Otu03766	OTU3766	Lactobacillus	Lactobacillus (OTU3766)
Otu03767	OTU3767	Lactobacillus	Lactobacillus (OTU3767)
Otu03768	OTU3768	Lactobacillus	Lactobacillus (OTU3768)
Otu03769	OTU3769	Lactobacillales	Lactobacillales (OTU3769)
Otu03770	OTU3770	Dialister	Dialister (OTU3770)
Otu03771	OTU3771	Veillonella	Veillonella (OTU3771)
Otu03772	OTU3772	Acidaminococcus	Acidaminococcus (OTU3772)
Otu03773	OTU3773	Veillonella	Veillonella (OTU3773)
Otu03774	OTU3774	Veillonella	Veillonella (OTU3774)
Otu03775	OTU3775	Selenomonadales	Selenomonadales (OTU3775)
Otu03776	OTU3776	Acidaminococcaceae	Acidaminococcaceae (OTU3776)
Otu03777	OTU3777	Veillonella	Veillonella (OTU3777)
Otu03778	OTU3778	Veillonella	Veillonella (OTU3778)
Otu03779	OTU3779	Veillonella	Veillonella (OTU3779)
Otu03780	OTU3780	Veillonellaceae	Veillonellaceae (OTU3780)
Otu03781	OTU3781	Megasphaera	Megasphaera (OTU3781)
Otu03782	OTU3782	Veillonellaceae	Veillonellaceae (OTU3782)
Otu03783	OTU3783	Selenomonas	Selenomonas (OTU3783)
Otu03784	OTU3784	Megasphaera	Megasphaera (OTU3784)
Otu03785	OTU3785	Veillonellaceae	Veillonellaceae (OTU3785)
Otu03786	OTU3786	Megasphaera	Megasphaera (OTU3786)
Otu03787	OTU3787	Anaeroglobus	Anaeroglobus (OTU3787)
Otu03788	OTU3788	Lactobacillus	Lactobacillus (OTU3788)
Otu03789	OTU3789	Lactobacillaceae	Lactobacillaceae (OTU3789)
Otu03790	OTU3790	Lactobacillus	Lactobacillus (OTU3790)
Otu03791	OTU3791	Streptococcus	Streptococcus (OTU3791)
Otu03792	OTU3792	Streptococcus	Streptococcus (OTU3792)
Otu03793	OTU3793	Streptococcus	Streptococcus (OTU3793)
Otu03794	OTU3794	Streptococcus	Streptococcus (OTU3794)
Otu03795	OTU3795	Lactobacillaceae	Lactobacillaceae (OTU3795)
Otu03796	OTU3796	Weissella	Weissella (OTU3796)
Otu03797	OTU3797	Corynebacterium	Corynebacterium (OTU3797)
Otu03798	OTU3798	Intrasporangiaceae	Intrasporangiaceae (OTU3798)
Otu03799	OTU3799	Nocardioides	Nocardioides (OTU3799)
Otu03800	OTU3800	Actinomycetales	Actinomycetales (OTU3800)
Otu03801	OTU3801	Microbacteriaceae	Microbacteriaceae (OTU3801)
Otu03802	OTU3802	Geodermatophilaceae	Geodermatophilaceae (OTU3802)
Otu03803	OTU3803	Actinomyces	Actinomyces (OTU3803)
Otu03804	OTU3804	Kytococcus	Kytococcus (OTU3804)
Otu03805	OTU3805	Allobaculum	Allobaculum (OTU3805)
Otu03806	OTU3806	Allobaculum	Allobaculum (OTU3806)
Otu03807	OTU3807	Erysipelotrichaceae	Erysipelotrichaceae (OTU3807)
Otu03808	OTU3808	Erysipelotrichaceae	Erysipelotrichaceae (OTU3808)
Otu03809	OTU3809	Holdemania	Holdemania (OTU3809)
Otu03810	OTU3810	Turicibacter	Turicibacter (OTU3810)
Otu03811	OTU3811	Erysipelotrichaceae	Erysipelotrichaceae (OTU3811)
Otu03812	OTU3812	Clostridium_XVIII	Clostridium_XVIII (OTU3812)
Otu03813	OTU3813	Erysipelotrichaceae	Erysipelotrichaceae (OTU3813)
Otu03814	OTU3814	Bacteria	Bacteria (OTU3814)
Otu03815	OTU3815	Bacteria	Bacteria (OTU3815)
Otu03816	OTU3816	Bacteria	Bacteria (OTU3816)
Otu03817	OTU3817	Bacteria	Bacteria (OTU3817)
Otu03818	OTU3818	Bacteria	Bacteria (OTU3818)
Otu03819	OTU3819	Bacteria	Bacteria (OTU3819)
Otu03820	OTU3820	Bacteria	Bacteria (OTU3820)
Otu03821	OTU3821	Bacteria	Bacteria (OTU3821)
Otu03822	OTU3822	Bacteria	Bacteria (OTU3822)
Otu03823	OTU3823	Bacteria	Bacteria (OTU3823)
Otu03824	OTU3824	Streptococcus	Streptococcus (OTU3824)
Otu03825	OTU3825	Lactobacillus	Lactobacillus (OTU3825)
Otu03826	OTU3826	Lactobacillus	Lactobacillus (OTU3826)
Otu03827	OTU3827	Lactobacillales	Lactobacillales (OTU3827)
Otu03828	OTU3828	Lactobacillaceae	Lactobacillaceae (OTU3828)
Otu03829	OTU3829	Fusobacterium	Fusobacterium (OTU3829)
Otu03830	OTU3830	Leptotrichia	Leptotrichia (OTU3830)
Otu03831	OTU3831	Fusobacterium	Fusobacterium (OTU3831)
Otu03832	OTU3832	Fusobacterium	Fusobacterium (OTU3832)
Otu03833	OTU3833	Fusobacterium	Fusobacterium (OTU3833)
Otu03834	OTU3834	Fusobacteriaceae	Fusobacteriaceae (OTU3834)
Otu03835	OTU3835	Akkermansia	Akkermansia (OTU3835)
Otu03836	OTU3836	Akkermansia	Akkermansia (OTU3836)
Otu03837	OTU3837	Akkermansia	Akkermansia (OTU3837)
Otu03838	OTU3838	Akkermansia	Akkermansia (OTU3838)
Otu03839	OTU3839	Verrucomicrobium	Verrucomicrobium (OTU3839)
Otu03840	OTU3840	Akkermansia	Akkermansia (OTU3840)
Otu03841	OTU3841	Akkermansia	Akkermansia (OTU3841)
Otu03842	OTU3842	Akkermansia	Akkermansia (OTU3842)
Otu03843	OTU3843	Akkermansia	Akkermansia (OTU3843)
Otu03844	OTU3844	Actinomycetales	Actinomycetales (OTU3844)
Otu03845	OTU3845	Trueperella	Trueperella (OTU3845)
Otu03846	OTU3846	Microbacteriaceae	Microbacteriaceae (OTU3846)
Otu03847	OTU3847	Intrasporangiaceae	Intrasporangiaceae (OTU3847)
Otu03848	OTU3848	Arcanobacterium	Arcanobacterium (OTU3848)
Otu03849	OTU3849	Actinomyces	Actinomyces (OTU3849)
Otu03850	OTU3850	Mycobacterium	Mycobacterium (OTU3850)
Otu03851	OTU3851	Faecalibacterium	Faecalibacterium (OTU3851)
Otu03852	OTU3852	Ruminococcaceae	Ruminococcaceae (OTU3852)
Otu03853	OTU3853	Lachnospiraceae	Lachnospiraceae (OTU3853)
Otu03854	OTU3854	Subdoligranulum	Subdoligranulum (OTU3854)
Otu03855	OTU3855	Ruminococcaceae	Ruminococcaceae (OTU3855)
Otu03856	OTU3856	Lachnospiraceae	Lachnospiraceae (OTU3856)
Otu03857	OTU3857	Ruminococcaceae	Ruminococcaceae (OTU3857)
Otu03858	OTU3858	Lachnospiraceae	Lachnospiraceae (OTU3858)
Otu03859	OTU3859	Faecalibacterium	Faecalibacterium (OTU3859)
Otu03860	OTU3860	Peptostreptococcaceae	Peptostreptococcaceae (OTU3860)
Otu03861	OTU3861	Blautia	Blautia (OTU3861)
Otu03862	OTU3862	Ruminococcaceae	Ruminococcaceae (OTU3862)
Otu03863	OTU3863	Clostridiales	Clostridiales (OTU3863)
Otu03864	OTU3864	Ruminococcaceae	Ruminococcaceae (OTU3864)
Otu03865	OTU3865	Clostridiales	Clostridiales (OTU3865)
Otu03866	OTU3866	Clostridiales	Clostridiales (OTU3866)
Otu03867	OTU3867	Clostridiales	Clostridiales (OTU3867)
Otu03868	OTU3868	Dorea	Dorea (OTU3868)
Otu03869	OTU3869	Lachnospiraceae	Lachnospiraceae (OTU3869)
Otu03870	OTU3870	Anaerostipes	Anaerostipes (OTU3870)
Otu03871	OTU3871	Clostridium_XI	Clostridium_XI (OTU3871)
Otu03872	OTU3872	Clostridiales	Clostridiales (OTU3872)
Otu03873	OTU3873	Clostridium_IV	Clostridium_IV (OTU3873)
Otu03874	OTU3874	Roseburia	Roseburia (OTU3874)
Otu03875	OTU3875	Clostridiales	Clostridiales (OTU3875)
Otu03876	OTU3876	Ruminococcaceae	Ruminococcaceae (OTU3876)
Otu03877	OTU3877	Lachnospiraceae	Lachnospiraceae (OTU3877)
Otu03878	OTU3878	Prevotella	Prevotella (OTU3878)
Otu03879	OTU3879	Bacteroides	Bacteroides (OTU3879)
Otu03880	OTU3880	Parabacteroides	Parabacteroides (OTU3880)
Otu03881	OTU3881	Prevotellaceae	Prevotellaceae (OTU3881)
Otu03882	OTU3882	Bacteroides	Bacteroides (OTU3882)
Otu03883	OTU3883	Bacteroides	Bacteroides (OTU3883)
Otu03884	OTU3884	Odoribacter	Odoribacter (OTU3884)
Otu03885	OTU3885	Lachnospiraceae	Lachnospiraceae (OTU3885)
Otu03886	OTU3886	Lachnospiraceae	Lachnospiraceae (OTU3886)
Otu03887	OTU3887	Lachnospiraceae	Lachnospiraceae (OTU3887)
Otu03888	OTU3888	Roseburia	Roseburia (OTU3888)
Otu03889	OTU3889	Clostridiales	Clostridiales (OTU3889)
Otu03890	OTU3890	Clostridium_XlVb	Clostridium_XlVb (OTU3890)
Otu03891	OTU3891	Ruminococcaceae	Ruminococcaceae (OTU3891)
Otu03892	OTU3892	Clostridiales	Clostridiales (OTU3892)
Otu03893	OTU3893	Ruminococcaceae	Ruminococcaceae (OTU3893)
Otu03894	OTU3894	Lachnospiraceae	Lachnospiraceae (OTU3894)
Otu03895	OTU3895	Lachnospiraceae	Lachnospiraceae (OTU3895)
Otu03896	OTU3896	Clostridium_XlVb	Clostridium_XlVb (OTU3896)
Otu03897	OTU3897	Clostridiales	Clostridiales (OTU3897)
Otu03898	OTU3898	Clostridiales	Clostridiales (OTU3898)
Otu03899	OTU3899	Ruminococcaceae	Ruminococcaceae (OTU3899)
Otu03900	OTU3900	Ruminococcaceae	Ruminococcaceae (OTU3900)
Otu03901	OTU3901	Clostridiales	Clostridiales (OTU3901)
Otu03902	OTU3902	Lachnospiraceae	Lachnospiraceae (OTU3902)
Otu03903	OTU3903	Lachnospiraceae	Lachnospiraceae (OTU3903)
Otu03904	OTU3904	Clostridiales	Clostridiales (OTU3904)
Otu03905	OTU3905	Blautia	Blautia (OTU3905)
Otu03906	OTU3906	Blautia	Blautia (OTU3906)
Otu03907	OTU3907	Lachnospiraceae	Lachnospiraceae (OTU3907)
Otu03908	OTU3908	Blautia	Blautia (OTU3908)
Otu03909	OTU3909	Anaerotruncus	Anaerotruncus (OTU3909)
Otu03910	OTU3910	Clostridiales	Clostridiales (OTU3910)
Otu03911	OTU3911	Clostridium_XlVa	Clostridium_XlVa (OTU3911)
Otu03912	OTU3912	Clostridiaceae_1	Clostridiaceae_1 (OTU3912)
Otu03913	OTU3913	Faecalibacterium	Faecalibacterium (OTU3913)
Otu03914	OTU3914	Lachnospiraceae	Lachnospiraceae (OTU3914)
Otu03915	OTU3915	Lachnospiraceae	Lachnospiraceae (OTU3915)
Otu03916	OTU3916	Finegoldia	Finegoldia (OTU3916)
Otu03917	OTU3917	Lachnospiraceae	Lachnospiraceae (OTU3917)
Otu03918	OTU3918	Clostridiales	Clostridiales (OTU3918)
Otu03919	OTU3919	Blautia	Blautia (OTU3919)
Otu03920	OTU3920	Clostridiales	Clostridiales (OTU3920)
Otu03921	OTU3921	Clostridiales	Clostridiales (OTU3921)
Otu03922	OTU3922	Lachnospiraceae	Lachnospiraceae (OTU3922)
Otu03923	OTU3923	Lachnospiraceae	Lachnospiraceae (OTU3923)
Otu03924	OTU3924	Lachnospiraceae	Lachnospiraceae (OTU3924)
Otu03925	OTU3925	Lachnospiraceae	Lachnospiraceae (OTU3925)
Otu03926	OTU3926	Clostridiales	Clostridiales (OTU3926)
Otu03927	OTU3927	Ruminococcaceae	Ruminococcaceae (OTU3927)
Otu03928	OTU3928	Faecalibacterium	Faecalibacterium (OTU3928)
Otu03929	OTU3929	Lachnospiraceae	Lachnospiraceae (OTU3929)
Otu03930	OTU3930	Blautia	Blautia (OTU3930)
Otu03931	OTU3931	Lachnospiraceae	Lachnospiraceae (OTU3931)
Otu03932	OTU3932	Faecalibacterium	Faecalibacterium (OTU3932)
Otu03933	OTU3933	Lachnospiraceae	Lachnospiraceae (OTU3933)
Otu03934	OTU3934	Clostridium_XI	Clostridium_XI (OTU3934)
Otu03935	OTU3935	Anaerococcus	Anaerococcus (OTU3935)
Otu03936	OTU3936	Clostridiales	Clostridiales (OTU3936)
Otu03937	OTU3937	Lachnospiraceae	Lachnospiraceae (OTU3937)
Otu03938	OTU3938	Clostridiales	Clostridiales (OTU3938)
Otu03939	OTU3939	Lachnospiraceae	Lachnospiraceae (OTU3939)
Otu03940	OTU3940	Ruminococcaceae	Ruminococcaceae (OTU3940)
Otu03941	OTU3941	Clostridiales	Clostridiales (OTU3941)
Otu03942	OTU3942	Anaerococcus	Anaerococcus (OTU3942)
Otu03943	OTU3943	Lachnospiraceae	Lachnospiraceae (OTU3943)
Otu03944	OTU3944	Ruminococcaceae	Ruminococcaceae (OTU3944)
Otu03945	OTU3945	Ruminococcaceae	Ruminococcaceae (OTU3945)
Otu03946	OTU3946	Clostridiales	Clostridiales (OTU3946)
Otu03947	OTU3947	Clostridiales	Clostridiales (OTU3947)
Otu03948	OTU3948	Clostridium_XlVa	Clostridium_XlVa (OTU3948)
Otu03949	OTU3949	Faecalibacterium	Faecalibacterium (OTU3949)
Otu03950	OTU3950	Clostridiales	Clostridiales (OTU3950)
Otu03951	OTU3951	Faecalibacterium	Faecalibacterium (OTU3951)
Otu03952	OTU3952	Lachnospiraceae	Lachnospiraceae (OTU3952)
Otu03953	OTU3953	Clostridiaceae_1	Clostridiaceae_1 (OTU3953)
Otu03954	OTU3954	Lachnospiraceae	Lachnospiraceae (OTU3954)
Otu03955	OTU3955	Clostridiales	Clostridiales (OTU3955)
Otu03956	OTU3956	Clostridiales	Clostridiales (OTU3956)
Otu03957	OTU3957	Lachnospiraceae	Lachnospiraceae (OTU3957)
Otu03958	OTU3958	Clostridiales	Clostridiales (OTU3958)
Otu03959	OTU3959	Bacteroides	Bacteroides (OTU3959)
Otu03960	OTU3960	Prevotella	Prevotella (OTU3960)
Otu03961	OTU3961	Bacteroides	Bacteroides (OTU3961)
Otu03962	OTU3962	Butyricimonas	Butyricimonas (OTU3962)
Otu03963	OTU3963	Bacteroidales	Bacteroidales (OTU3963)
Otu03964	OTU3964	Bacteroides	Bacteroides (OTU3964)
Otu03965	OTU3965	Bacteroides	Bacteroides (OTU3965)
Otu03966	OTU3966	Porphyromonas	Porphyromonas (OTU3966)
Otu03967	OTU3967	Alistipes	Alistipes (OTU3967)
Otu03968	OTU3968	Prevotella	Prevotella (OTU3968)
Otu03969	OTU3969	Alistipes	Alistipes (OTU3969)
Otu03970	OTU3970	Alistipes	Alistipes (OTU3970)
Otu03971	OTU3971	Bacteroides	Bacteroides (OTU3971)
Otu03972	OTU3972	Bacteroides	Bacteroides (OTU3972)
Otu03973	OTU3973	Bacteroides	Bacteroides (OTU3973)
Otu03974	OTU3974	Barnesiella	Barnesiella (OTU3974)
Otu03975	OTU3975	Bacteroides	Bacteroides (OTU3975)
Otu03976	OTU3976	Prevotella	Prevotella (OTU3976)
Otu03977	OTU3977	Bacteroides	Bacteroides (OTU3977)
Otu03978	OTU3978	Barnesiella	Barnesiella (OTU3978)
Otu03979	OTU3979	Bacteroides	Bacteroides (OTU3979)
Otu03980	OTU3980	Bacteroides	Bacteroides (OTU3980)
Otu03981	OTU3981	Paraprevotella	Paraprevotella (OTU3981)
Otu03982	OTU3982	Alistipes	Alistipes (OTU3982)
Otu03983	OTU3983	Bacteroides	Bacteroides (OTU3983)
Otu03984	OTU3984	Barnesiella	Barnesiella (OTU3984)
Otu03985	OTU3985	Bacteroides	Bacteroides (OTU3985)
Otu03986	OTU3986	Paraprevotella	Paraprevotella (OTU3986)
Otu03987	OTU3987	Bacteroides	Bacteroides (OTU3987)
Otu03988	OTU3988	Bacteroides	Bacteroides (OTU3988)
Otu03989	OTU3989	Parabacteroides	Parabacteroides (OTU3989)
Otu03990	OTU3990	Alistipes	Alistipes (OTU3990)
Otu03991	OTU3991	Prevotella	Prevotella (OTU3991)
Otu03992	OTU3992	Bacteroides	Bacteroides (OTU3992)
Otu03993	OTU3993	Parabacteroides	Parabacteroides (OTU3993)
Otu03994	OTU3994	Prevotella	Prevotella (OTU3994)
Otu03995	OTU3995	Bacteroides	Bacteroides (OTU3995)
Otu03996	OTU3996	Bacteroides	Bacteroides (OTU3996)
Otu03997	OTU3997	Bacteroides	Bacteroides (OTU3997)
Otu03998	OTU3998	Bacteroides	Bacteroides (OTU3998)
Otu03999	OTU3999	Bacteroidales	Bacteroidales (OTU3999)
Otu04000	OTU4000	Bacteroides	Bacteroides (OTU4000)
Otu04001	OTU4001	Bacteroidales	Bacteroidales (OTU4001)
Otu04002	OTU4002	Parabacteroides	Parabacteroides (OTU4002)
Otu04003	OTU4003	Paraprevotella	Paraprevotella (OTU4003)
Otu04004	OTU4004	Bacteroides	Bacteroides (OTU4004)
Otu04005	OTU4005	Bacteroides	Bacteroides (OTU4005)
Otu04006	OTU4006	Odoribacter	Odoribacter (OTU4006)
Otu04007	OTU4007	Bacteroides	Bacteroides (OTU4007)
Otu04008	OTU4008	Bacteroides	Bacteroides (OTU4008)
Otu04009	OTU4009	Paraprevotella	Paraprevotella (OTU4009)
Otu04010	OTU4010	Barnesiella	Barnesiella (OTU4010)
Otu04011	OTU4011	Porphyromonadaceae	Porphyromonadaceae (OTU4011)
Otu04012	OTU4012	Prevotella	Prevotella (OTU4012)
Otu04013	OTU4013	Prevotella	Prevotella (OTU4013)
Otu04014	OTU4014	Bacteroides	Bacteroides (OTU4014)
Otu04015	OTU4015	Butyricimonas	Butyricimonas (OTU4015)
Otu04016	OTU4016	Alloprevotella	Alloprevotella (OTU4016)
Otu04017	OTU4017	Bacteroides	Bacteroides (OTU4017)
Otu04018	OTU4018	Bacteroidales	Bacteroidales (OTU4018)
Otu04019	OTU4019	Bacteroides	Bacteroides (OTU4019)
Otu04020	OTU4020	Paraprevotella	Paraprevotella (OTU4020)
Otu04021	OTU4021	Bacteroides	Bacteroides (OTU4021)
Otu04022	OTU4022	Parabacteroides	Parabacteroides (OTU4022)
Otu04023	OTU4023	Bacteroides	Bacteroides (OTU4023)
Otu04024	OTU4024	Bacteroides	Bacteroides (OTU4024)
Otu04025	OTU4025	Bacteroides	Bacteroides (OTU4025)
Otu04026	OTU4026	Bacteroides	Bacteroides (OTU4026)
Otu04027	OTU4027	Bacteroides	Bacteroides (OTU4027)
Otu04028	OTU4028	Bacteroides	Bacteroides (OTU4028)
Otu04029	OTU4029	Butyricimonas	Butyricimonas (OTU4029)
Otu04030	OTU4030	Bacteroides	Bacteroides (OTU4030)
Otu04031	OTU4031	Bacteroidales	Bacteroidales (OTU4031)
Otu04032	OTU4032	Bacteroides	Bacteroides (OTU4032)
Otu04033	OTU4033	Bacteroides	Bacteroides (OTU4033)
Otu04034	OTU4034	Bacteroides	Bacteroides (OTU4034)
Otu04035	OTU4035	Butyricimonas	Butyricimonas (OTU4035)
Otu04036	OTU4036	Bacteroides	Bacteroides (OTU4036)
Otu04037	OTU4037	Bacteroides	Bacteroides (OTU4037)
Otu04038	OTU4038	Parabacteroides	Parabacteroides (OTU4038)
Otu04039	OTU4039	Bacteroides	Bacteroides (OTU4039)
Otu04040	OTU4040	Bacteroides	Bacteroides (OTU4040)
Otu04041	OTU4041	Alistipes	Alistipes (OTU4041)
Otu04042	OTU4042	Porphyromonadaceae	Porphyromonadaceae (OTU4042)
Otu04043	OTU4043	Parabacteroides	Parabacteroides (OTU4043)
Otu04044	OTU4044	Alistipes	Alistipes (OTU4044)
Otu04045	OTU4045	Bacteroides	Bacteroides (OTU4045)
Otu04046	OTU4046	Bacteroides	Bacteroides (OTU4046)
Otu04047	OTU4047	Bacteroides	Bacteroides (OTU4047)
Otu04048	OTU4048	Paraprevotella	Paraprevotella (OTU4048)
Otu04049	OTU4049	Bacteroides	Bacteroides (OTU4049)
Otu04050	OTU4050	Alistipes	Alistipes (OTU4050)
Otu04051	OTU4051	Bacteroides	Bacteroides (OTU4051)
Otu04052	OTU4052	Bacteroides	Bacteroides (OTU4052)
Otu04053	OTU4053	Parabacteroides	Parabacteroides (OTU4053)
Otu04054	OTU4054	Bacteroides	Bacteroides (OTU4054)
Otu04055	OTU4055	Prevotellaceae	Prevotellaceae (OTU4055)
Otu04056	OTU4056	Prevotella	Prevotella (OTU4056)
Otu04057	OTU4057	Bacteroides	Bacteroides (OTU4057)
Otu04058	OTU4058	Bacteroides	Bacteroides (OTU4058)
Otu04059	OTU4059	Prevotella	Prevotella (OTU4059)
Otu04060	OTU4060	Bacteroides	Bacteroides (OTU4060)
Otu04061	OTU4061	Paraprevotella	Paraprevotella (OTU4061)
Otu04062	OTU4062	Bacteroides	Bacteroides (OTU4062)
Otu04063	OTU4063	Prevotella	Prevotella (OTU4063)
Otu04064	OTU4064	Prevotella	Prevotella (OTU4064)
Otu04065	OTU4065	Bacteroides	Bacteroides (OTU4065)
Otu04066	OTU4066	Bacteroides	Bacteroides (OTU4066)
Otu04067	OTU4067	Lachnospiraceae	Lachnospiraceae (OTU4067)
Otu04068	OTU4068	Lachnospiraceae	Lachnospiraceae (OTU4068)
Otu04069	OTU4069	Anaerostipes	Anaerostipes (OTU4069)
Otu04070	OTU4070	Clostridiales	Clostridiales (OTU4070)
Otu04071	OTU4071	Ruminococcaceae	Ruminococcaceae (OTU4071)
Otu04072	OTU4072	Ruminococcus	Ruminococcus (OTU4072)
Otu04073	OTU4073	Clostridiales	Clostridiales (OTU4073)
Otu04074	OTU4074	Coprococcus	Coprococcus (OTU4074)
Otu04075	OTU4075	Lachnospiraceae	Lachnospiraceae (OTU4075)
Otu04076	OTU4076	Dorea	Dorea (OTU4076)
Otu04077	OTU4077	Blautia	Blautia (OTU4077)
Otu04078	OTU4078	Lachnospiraceae	Lachnospiraceae (OTU4078)
Otu04079	OTU4079	Lachnospiraceae	Lachnospiraceae (OTU4079)
Otu04080	OTU4080	Clostridiales	Clostridiales (OTU4080)
Otu04081	OTU4081	Clostridiales	Clostridiales (OTU4081)
Otu04082	OTU4082	Clostridiales	Clostridiales (OTU4082)
Otu04083	OTU4083	Peptostreptococcus	Peptostreptococcus (OTU4083)
Otu04084	OTU4084	Lachnospiraceae	Lachnospiraceae (OTU4084)
Otu04085	OTU4085	Sporobacter	Sporobacter (OTU4085)
Otu04086	OTU4086	Lachnospiraceae	Lachnospiraceae (OTU4086)
Otu04087	OTU4087	Ruminococcaceae	Ruminococcaceae (OTU4087)
Otu04088	OTU4088	Ruminococcus2	Ruminococcus2 (OTU4088)
Otu04089	OTU4089	Clostridiales	Clostridiales (OTU4089)
Otu04090	OTU4090	Lachnospiraceae	Lachnospiraceae (OTU4090)
Otu04091	OTU4091	Lachnospiraceae	Lachnospiraceae (OTU4091)
Otu04092	OTU4092	Lachnospiraceae	Lachnospiraceae (OTU4092)
Otu04093	OTU4093	Lachnospiraceae	Lachnospiraceae (OTU4093)
Otu04094	OTU4094	Ruminococcaceae	Ruminococcaceae (OTU4094)
Otu04095	OTU4095	Ruminococcaceae	Ruminococcaceae (OTU4095)
Otu04096	OTU4096	Clostridiales	Clostridiales (OTU4096)
Otu04097	OTU4097	Clostridium_XlVa	Clostridium_XlVa (OTU4097)
Otu04098	OTU4098	Lachnospiraceae	Lachnospiraceae (OTU4098)
Otu04099	OTU4099	Lachnospiraceae	Lachnospiraceae (OTU4099)
Otu04100	OTU4100	Clostridium_XI	Clostridium_XI (OTU4100)
Otu04101	OTU4101	Lachnospiraceae	Lachnospiraceae (OTU4101)
Otu04102	OTU4102	Blautia	Blautia (OTU4102)
Otu04103	OTU4103	Dorea	Dorea (OTU4103)
Otu04104	OTU4104	Lachnospiraceae	Lachnospiraceae (OTU4104)
Otu04105	OTU4105	Ruminococcus	Ruminococcus (OTU4105)
Otu04106	OTU4106	Lachnospiraceae	Lachnospiraceae (OTU4106)
Otu04107	OTU4107	Lachnospiraceae	Lachnospiraceae (OTU4107)
Otu04108	OTU4108	Coprococcus	Coprococcus (OTU4108)
Otu04109	OTU4109	Clostridium_XI	Clostridium_XI (OTU4109)
Otu04110	OTU4110	Anaerococcus	Anaerococcus (OTU4110)
Otu04111	OTU4111	Lachnospiraceae	Lachnospiraceae (OTU4111)
Otu04112	OTU4112	Lachnospiraceae	Lachnospiraceae (OTU4112)
Otu04113	OTU4113	Clostridiales	Clostridiales (OTU4113)
Otu04114	OTU4114	Lachnospiraceae	Lachnospiraceae (OTU4114)
Otu04115	OTU4115	Clostridiales	Clostridiales (OTU4115)
Otu04116	OTU4116	Clostridiaceae_1	Clostridiaceae_1 (OTU4116)
Otu04117	OTU4117	Faecalibacterium	Faecalibacterium (OTU4117)
Otu04118	OTU4118	Dorea	Dorea (OTU4118)
Otu04119	OTU4119	Ruminococcaceae	Ruminococcaceae (OTU4119)
Otu04120	OTU4120	Ruminococcaceae	Ruminococcaceae (OTU4120)
Otu04121	OTU4121	Clostridiales	Clostridiales (OTU4121)
Otu04122	OTU4122	Ruminococcaceae	Ruminococcaceae (OTU4122)
Otu04123	OTU4123	Clostridiaceae_1	Clostridiaceae_1 (OTU4123)
Otu04124	OTU4124	Ruminococcaceae	Ruminococcaceae (OTU4124)
Otu04125	OTU4125	Lachnospiraceae	Lachnospiraceae (OTU4125)
Otu04126	OTU4126	Faecalibacterium	Faecalibacterium (OTU4126)
Otu04127	OTU4127	Clostridiaceae_1	Clostridiaceae_1 (OTU4127)
Otu04128	OTU4128	Clostridium_sensu_stricto	Clostridium_sensu_stricto (OTU4128)
Otu04129	OTU4129	Clostridium_XI	Clostridium_XI (OTU4129)
Otu04130	OTU4130	Ruminococcaceae	Ruminococcaceae (OTU4130)
Otu04131	OTU4131	Ruminococcaceae	Ruminococcaceae (OTU4131)
Otu04132	OTU4132	Faecalibacterium	Faecalibacterium (OTU4132)
Otu04133	OTU4133	Lachnospiraceae	Lachnospiraceae (OTU4133)
Otu04134	OTU4134	Clostridiales	Clostridiales (OTU4134)
Otu04135	OTU4135	Lachnospiraceae	Lachnospiraceae (OTU4135)
Otu04136	OTU4136	Clostridiales	Clostridiales (OTU4136)
