OTU	Classification	tax	Label
Otu02010	OTU2010	Betaproteobacteria	Betaproteobacteria (OTU2010)
Otu02011	OTU2011	Clostridiales	Clostridiales (OTU2011)
Otu02012	OTU2012	Bacteroidales	Bacteroidales (OTU2012)
Otu02013	OTU2013	Alistipes	Alistipes (OTU2013)
Otu02014	OTU2014	Bacteroidetes	Bacteroidetes (OTU2014)
Otu02015	OTU2015	Clostridiales	Clostridiales (OTU2015)
Otu02016	OTU2016	Bacteroides	Bacteroides (OTU2016)
Otu02017	OTU2017	Lachnospiraceae	Lachnospiraceae (OTU2017)
Otu02018	OTU2018	Lachnospiraceae	Lachnospiraceae (OTU2018)
Otu02019	OTU2019	Veillonellaceae	Veillonellaceae (OTU2019)
Otu02020	OTU2020	Cellulosilyticum	Cellulosilyticum (OTU2020)
Otu02021	OTU2021	Blautia	Blautia (OTU2021)
Otu02022	OTU2022	Brochothrix	Brochothrix (OTU2022)
Otu02023	OTU2023	Ruminococcaceae	Ruminococcaceae (OTU2023)
Otu02024	OTU2024	Clostridiales	Clostridiales (OTU2024)
Otu02025	OTU2025	Ruminococcaceae	Ruminococcaceae (OTU2025)
Otu02026	OTU2026	Roseburia	Roseburia (OTU2026)
Otu02027	OTU2027	Bifidobacterium	Bifidobacterium (OTU2027)
Otu02028	OTU2028	Bifidobacterium	Bifidobacterium (OTU2028)
Otu02029	OTU2029	Dialister	Dialister (OTU2029)
Otu02030	OTU2030	Lachnospiraceae	Lachnospiraceae (OTU2030)
Otu02031	OTU2031	Clostridium_XI	Clostridium_XI (OTU2031)
Otu02032	OTU2032	Bacteria	Bacteria (OTU2032)
Otu02033	OTU2033	Clostridiales	Clostridiales (OTU2033)
Otu02034	OTU2034	Ruminococcaceae	Ruminococcaceae (OTU2034)
Otu02035	OTU2035	Bacteroides	Bacteroides (OTU2035)
Otu02036	OTU2036	Ilumatobacter	Ilumatobacter (OTU2036)
Otu02037	OTU2037	Firmicutes	Firmicutes (OTU2037)
Otu02038	OTU2038	Helicobacter	Helicobacter (OTU2038)
Otu02039	OTU2039	Bacteroides	Bacteroides (OTU2039)
Otu02040	OTU2040	Prevotellaceae	Prevotellaceae (OTU2040)
Otu02041	OTU2041	Pseudomonadaceae	Pseudomonadaceae (OTU2041)
Otu02042	OTU2042	Prevotella	Prevotella (OTU2042)
Otu02043	OTU2043	Clostridiales	Clostridiales (OTU2043)
Otu02044	OTU2044	Lachnospiraceae	Lachnospiraceae (OTU2044)
Otu02045	OTU2045	Clostridiales	Clostridiales (OTU2045)
Otu02046	OTU2046	Proteobacteria	Proteobacteria (OTU2046)
Otu02047	OTU2047	Bacteroides	Bacteroides (OTU2047)
Otu02048	OTU2048	Faecalibacterium	Faecalibacterium (OTU2048)
Otu02049	OTU2049	Bacteroides	Bacteroides (OTU2049)
Otu02050	OTU2050	Prevotellaceae	Prevotellaceae (OTU2050)
Otu02051	OTU2051	Bacteroides	Bacteroides (OTU2051)
Otu02052	OTU2052	Anaerotruncus	Anaerotruncus (OTU2052)
Otu02053	OTU2053	Lachnospiraceae	Lachnospiraceae (OTU2053)
Otu02054	OTU2054	Ruminococcaceae	Ruminococcaceae (OTU2054)
Otu02055	OTU2055	Lachnospiraceae	Lachnospiraceae (OTU2055)
Otu02056	OTU2056	Ruminococcaceae	Ruminococcaceae (OTU2056)
Otu02057	OTU2057	Bacteria	Bacteria (OTU2057)
Otu02058	OTU2058	Bacteria	Bacteria (OTU2058)
Otu02059	OTU2059	Ruminococcaceae	Ruminococcaceae (OTU2059)
Otu02060	OTU2060	Subdoligranulum	Subdoligranulum (OTU2060)
Otu02061	OTU2061	Bacteria	Bacteria (OTU2061)
Otu02062	OTU2062	Bacteria	Bacteria (OTU2062)
Otu02063	OTU2063	Clostridiales	Clostridiales (OTU2063)
Otu02064	OTU2064	Bacteroides	Bacteroides (OTU2064)
Otu02065	OTU2065	Dorea	Dorea (OTU2065)
Otu02066	OTU2066	Lachnospiraceae	Lachnospiraceae (OTU2066)
Otu02067	OTU2067	Alphaproteobacteria	Alphaproteobacteria (OTU2067)
Otu02068	OTU2068	Lachnospiraceae	Lachnospiraceae (OTU2068)
Otu02069	OTU2069	Ruminococcaceae	Ruminococcaceae (OTU2069)
Otu02070	OTU2070	Roseburia	Roseburia (OTU2070)
Otu02071	OTU2071	Megasphaera	Megasphaera (OTU2071)
Otu02072	OTU2072	Peptostreptococcaceae	Peptostreptococcaceae (OTU2072)
Otu02073	OTU2073	Firmicutes	Firmicutes (OTU2073)
Otu02074	OTU2074	Clostridiales	Clostridiales (OTU2074)
Otu02075	OTU2075	Clostridiales	Clostridiales (OTU2075)
Otu02076	OTU2076	Prevotella	Prevotella (OTU2076)
Otu02077	OTU2077	Clostridium_IV	Clostridium_IV (OTU2077)
Otu02078	OTU2078	Clostridiales	Clostridiales (OTU2078)
Otu02079	OTU2079	Lachnospiraceae	Lachnospiraceae (OTU2079)
Otu02080	OTU2080	Lactobacillus	Lactobacillus (OTU2080)
Otu02081	OTU2081	Lachnospiraceae	Lachnospiraceae (OTU2081)
Otu02082	OTU2082	Streptococcus	Streptococcus (OTU2082)
Otu02083	OTU2083	Actinobacteria	Actinobacteria (OTU2083)
Otu02084	OTU2084	Dorea	Dorea (OTU2084)
Otu02085	OTU2085	Bacteria	Bacteria (OTU2085)
Otu02086	OTU2086	Pyramidobacter	Pyramidobacter (OTU2086)
Otu02087	OTU2087	Bacteria	Bacteria (OTU2087)
Otu02088	OTU2088	Lactobacillaceae	Lactobacillaceae (OTU2088)
Otu02089	OTU2089	Bacteria	Bacteria (OTU2089)
Otu02090	OTU2090	Parasutterella	Parasutterella (OTU2090)
Otu02091	OTU2091	Porphyromonadaceae	Porphyromonadaceae (OTU2091)
Otu02092	OTU2092	Ruminococcaceae	Ruminococcaceae (OTU2092)
Otu02093	OTU2093	Faecalibacterium	Faecalibacterium (OTU2093)
Otu02094	OTU2094	Ruminococcaceae	Ruminococcaceae (OTU2094)
Otu02095	OTU2095	Ruminococcaceae	Ruminococcaceae (OTU2095)
Otu02096	OTU2096	Clostridiales	Clostridiales (OTU2096)
Otu02097	OTU2097	Lachnospiraceae	Lachnospiraceae (OTU2097)
Otu02098	OTU2098	Clostridiales	Clostridiales (OTU2098)
Otu02099	OTU2099	Bacteroides	Bacteroides (OTU2099)
Otu02100	OTU2100	Lachnospiraceae	Lachnospiraceae (OTU2100)
Otu02101	OTU2101	Roseburia	Roseburia (OTU2101)
Otu02102	OTU2102	Coriobacteriaceae	Coriobacteriaceae (OTU2102)
Otu02103	OTU2103	Enterobacteriaceae	Enterobacteriaceae (OTU2103)
Otu02104	OTU2104	Bacteroides	Bacteroides (OTU2104)
Otu02105	OTU2105	Actinobacteria	Actinobacteria (OTU2105)
Otu02106	OTU2106	Prevotella	Prevotella (OTU2106)
Otu02107	OTU2107	Pasteurellaceae	Pasteurellaceae (OTU2107)
Otu02108	OTU2108	Bacteroidetes	Bacteroidetes (OTU2108)
Otu02109	OTU2109	Lachnospiraceae	Lachnospiraceae (OTU2109)
Otu02110	OTU2110	Ruminococcaceae	Ruminococcaceae (OTU2110)
Otu02111	OTU2111	Roseburia	Roseburia (OTU2111)
Otu02112	OTU2112	Bacteria	Bacteria (OTU2112)
Otu02113	OTU2113	Lachnospiraceae	Lachnospiraceae (OTU2113)
Otu02114	OTU2114	Betaproteobacteria	Betaproteobacteria (OTU2114)
Otu02115	OTU2115	Bacteroides	Bacteroides (OTU2115)
Otu02116	OTU2116	Betaproteobacteria	Betaproteobacteria (OTU2116)
Otu02117	OTU2117	Barnesiella	Barnesiella (OTU2117)
Otu02118	OTU2118	Bacteroides	Bacteroides (OTU2118)
Otu02119	OTU2119	Flavonifractor	Flavonifractor (OTU2119)
Otu02120	OTU2120	Bacteroides	Bacteroides (OTU2120)
Otu02121	OTU2121	Clostridiales	Clostridiales (OTU2121)
Otu02122	OTU2122	Bacilli	Bacilli (OTU2122)
Otu02123	OTU2123	Bacteroides	Bacteroides (OTU2123)
Otu02124	OTU2124	Ruminococcaceae	Ruminococcaceae (OTU2124)
Otu02125	OTU2125	Clostridium_XlVa	Clostridium_XlVa (OTU2125)
Otu02126	OTU2126	Bacteria	Bacteria (OTU2126)
Otu02127	OTU2127	Lachnospiraceae	Lachnospiraceae (OTU2127)
Otu02128	OTU2128	Fusobacterium	Fusobacterium (OTU2128)
Otu02129	OTU2129	Firmicutes	Firmicutes (OTU2129)
Otu02130	OTU2130	Clostridia	Clostridia (OTU2130)
Otu02131	OTU2131	Blautia	Blautia (OTU2131)
Otu02132	OTU2132	Clostridiales	Clostridiales (OTU2132)
Otu02133	OTU2133	Firmicutes	Firmicutes (OTU2133)
Otu02134	OTU2134	Pyramidobacter	Pyramidobacter (OTU2134)
Otu02135	OTU2135	Ruminococcaceae	Ruminococcaceae (OTU2135)
Otu02136	OTU2136	Phascolarctobacterium	Phascolarctobacterium (OTU2136)
Otu02137	OTU2137	Lachnospiraceae	Lachnospiraceae (OTU2137)
Otu02138	OTU2138	Roseburia	Roseburia (OTU2138)
Otu02139	OTU2139	Dialister	Dialister (OTU2139)
Otu02140	OTU2140	Coriobacteriaceae	Coriobacteriaceae (OTU2140)
Otu02141	OTU2141	Ruminococcus	Ruminococcus (OTU2141)
Otu02142	OTU2142	Bosea	Bosea (OTU2142)
Otu02143	OTU2143	Lactobacillus	Lactobacillus (OTU2143)
Otu02144	OTU2144	Synergistaceae	Synergistaceae (OTU2144)
Otu02145	OTU2145	Butyricimonas	Butyricimonas (OTU2145)
Otu02146	OTU2146	Pedobacter	Pedobacter (OTU2146)
Otu02147	OTU2147	Ruminococcaceae	Ruminococcaceae (OTU2147)
Otu02148	OTU2148	Clostridiales	Clostridiales (OTU2148)
Otu02149	OTU2149	Clostridium_XlVa	Clostridium_XlVa (OTU2149)
Otu02150	OTU2150	Microvirga	Microvirga (OTU2150)
Otu02151	OTU2151	Clostridiales	Clostridiales (OTU2151)
Otu02152	OTU2152	Lactobacillus	Lactobacillus (OTU2152)
Otu02153	OTU2153	Bacteria	Bacteria (OTU2153)
Otu02154	OTU2154	Campylobacter	Campylobacter (OTU2154)
Otu02155	OTU2155	Lachnospiraceae	Lachnospiraceae (OTU2155)
Otu02156	OTU2156	Coriobacteriaceae	Coriobacteriaceae (OTU2156)
Otu02157	OTU2157	Coriobacteriaceae	Coriobacteriaceae (OTU2157)
Otu02158	OTU2158	Bacteria	Bacteria (OTU2158)
Otu02159	OTU2159	Prevotella	Prevotella (OTU2159)
Otu02160	OTU2160	Clostridiales	Clostridiales (OTU2160)
Otu02161	OTU2161	Lachnospiraceae	Lachnospiraceae (OTU2161)
Otu02162	OTU2162	Bacillales	Bacillales (OTU2162)
Otu02163	OTU2163	Clostridium_sensu_stricto	Clostridium_sensu_stricto (OTU2163)
Otu02164	OTU2164	Bacteroidetes	Bacteroidetes (OTU2164)
Otu02165	OTU2165	Bifidobacterium	Bifidobacterium (OTU2165)
Otu02166	OTU2166	Ruminococcaceae	Ruminococcaceae (OTU2166)
Otu02167	OTU2167	Veillonellaceae	Veillonellaceae (OTU2167)
Otu02168	OTU2168	Clostridiales	Clostridiales (OTU2168)
Otu02169	OTU2169	Prevotella	Prevotella (OTU2169)
Otu02170	OTU2170	Blautia	Blautia (OTU2170)
Otu02171	OTU2171	Clostridiales	Clostridiales (OTU2171)
Otu02172	OTU2172	Bacteria	Bacteria (OTU2172)
Otu02173	OTU2173	Alphaproteobacteria	Alphaproteobacteria (OTU2173)
Otu02174	OTU2174	Dialister	Dialister (OTU2174)
Otu02175	OTU2175	Ruminococcaceae	Ruminococcaceae (OTU2175)
Otu02176	OTU2176	Lachnospiraceae	Lachnospiraceae (OTU2176)
Otu02177	OTU2177	Ruminococcaceae	Ruminococcaceae (OTU2177)
Otu02178	OTU2178	Candidatus_Saccharibacteria	Candidatus_Saccharibacteria (OTU2178)
Otu02179	OTU2179	Bacteroides	Bacteroides (OTU2179)
Otu02180	OTU2180	Ruminococcaceae	Ruminococcaceae (OTU2180)
Otu02181	OTU2181	Lachnospiraceae	Lachnospiraceae (OTU2181)
Otu02182	OTU2182	Bacteroidales	Bacteroidales (OTU2182)
Otu02183	OTU2183	Bacteria	Bacteria (OTU2183)
Otu02184	OTU2184	Bifidobacterium	Bifidobacterium (OTU2184)
Otu02185	OTU2185	Faecalibacterium	Faecalibacterium (OTU2185)
Otu02186	OTU2186	Bacteria	Bacteria (OTU2186)
Otu02187	OTU2187	Bacteria	Bacteria (OTU2187)
Otu02188	OTU2188	Butyricicoccus	Butyricicoccus (OTU2188)
Otu02189	OTU2189	Bifidobacterium	Bifidobacterium (OTU2189)
Otu02190	OTU2190	Ruminococcaceae	Ruminococcaceae (OTU2190)
Otu02191	OTU2191	Clostridium_XI	Clostridium_XI (OTU2191)
Otu02192	OTU2192	Clostridia	Clostridia (OTU2192)
Otu02193	OTU2193	Lachnospiraceae	Lachnospiraceae (OTU2193)
Otu02194	OTU2194	Clostridiales	Clostridiales (OTU2194)
Otu02195	OTU2195	Lachnospiraceae	Lachnospiraceae (OTU2195)
Otu02196	OTU2196	Lachnospiraceae	Lachnospiraceae (OTU2196)
Otu02197	OTU2197	Bacteroides	Bacteroides (OTU2197)
Otu02198	OTU2198	Ruminococcus2	Ruminococcus2 (OTU2198)
Otu02199	OTU2199	Lachnospiraceae	Lachnospiraceae (OTU2199)
Otu02200	OTU2200	Ruminococcaceae	Ruminococcaceae (OTU2200)
Otu02201	OTU2201	Bacillales	Bacillales (OTU2201)
Otu02202	OTU2202	Bacteroides	Bacteroides (OTU2202)
Otu02203	OTU2203	Barnesiella	Barnesiella (OTU2203)
Otu02204	OTU2204	Bacteroides	Bacteroides (OTU2204)
Otu02205	OTU2205	Myroides	Myroides (OTU2205)
Otu02206	OTU2206	Prevotella	Prevotella (OTU2206)
Otu02207	OTU2207	Odoribacter	Odoribacter (OTU2207)
Otu02208	OTU2208	Anaeroglobus	Anaeroglobus (OTU2208)
Otu02209	OTU2209	Veillonella	Veillonella (OTU2209)
Otu02210	OTU2210	Ruminococcaceae	Ruminococcaceae (OTU2210)
Otu02211	OTU2211	Flavobacteriaceae	Flavobacteriaceae (OTU2211)
Otu02212	OTU2212	Firmicutes	Firmicutes (OTU2212)
Otu02213	OTU2213	Acidaminococcaceae	Acidaminococcaceae (OTU2213)
Otu02214	OTU2214	Prevotella	Prevotella (OTU2214)
Otu02215	OTU2215	Faecalibacterium	Faecalibacterium (OTU2215)
Otu02216	OTU2216	Coriobacteriaceae	Coriobacteriaceae (OTU2216)
Otu02217	OTU2217	Bacteroidetes	Bacteroidetes (OTU2217)
Otu02218	OTU2218	Lactobacillus	Lactobacillus (OTU2218)
Otu02219	OTU2219	Ruminococcus2	Ruminococcus2 (OTU2219)
Otu02220	OTU2220	Bacteroides	Bacteroides (OTU2220)
Otu02221	OTU2221	Clostridiales	Clostridiales (OTU2221)
Otu02222	OTU2222	Lactobacillus	Lactobacillus (OTU2222)
Otu02223	OTU2223	Ruminococcaceae	Ruminococcaceae (OTU2223)
Otu02224	OTU2224	Veillonellaceae	Veillonellaceae (OTU2224)
Otu02225	OTU2225	Bacteroidales	Bacteroidales (OTU2225)
Otu02226	OTU2226	Lachnospiraceae	Lachnospiraceae (OTU2226)
Otu02227	OTU2227	Catonella	Catonella (OTU2227)
Otu02228	OTU2228	Butyricimonas	Butyricimonas (OTU2228)
Otu02229	OTU2229	Bacteroidales	Bacteroidales (OTU2229)
Otu02230	OTU2230	Ruminococcaceae	Ruminococcaceae (OTU2230)
Otu02231	OTU2231	Actinobacteria	Actinobacteria (OTU2231)
Otu02232	OTU2232	Bifidobacterium	Bifidobacterium (OTU2232)
Otu02233	OTU2233	Clostridiales	Clostridiales (OTU2233)
Otu02234	OTU2234	Selenomonas	Selenomonas (OTU2234)
Otu02235	OTU2235	Staphylococcus	Staphylococcus (OTU2235)
Otu02236	OTU2236	Prevotella	Prevotella (OTU2236)
Otu02237	OTU2237	Bacteria	Bacteria (OTU2237)
Otu02238	OTU2238	Lactobacillaceae	Lactobacillaceae (OTU2238)
Otu02239	OTU2239	Streptococcus	Streptococcus (OTU2239)
Otu02240	OTU2240	Clostridiales	Clostridiales (OTU2240)
Otu02241	OTU2241	Butyricimonas	Butyricimonas (OTU2241)
Otu02242	OTU2242	Carnobacteriaceae	Carnobacteriaceae (OTU2242)
Otu02243	OTU2243	Lactobacillus	Lactobacillus (OTU2243)
Otu02244	OTU2244	Burkholderiales	Burkholderiales (OTU2244)
Otu02245	OTU2245	Ruminococcaceae	Ruminococcaceae (OTU2245)
Otu02246	OTU2246	Clostridiales	Clostridiales (OTU2246)
Otu02247	OTU2247	Bacteroides	Bacteroides (OTU2247)
Otu02248	OTU2248	Blautia	Blautia (OTU2248)
Otu02249	OTU2249	Clostridiales	Clostridiales (OTU2249)
Otu02250	OTU2250	Firmicutes	Firmicutes (OTU2250)
Otu02251	OTU2251	Escherichia/Shigella	Escherichia/Shigella (OTU2251)
Otu02252	OTU2252	Ruminococcaceae	Ruminococcaceae (OTU2252)
Otu02253	OTU2253	Enterobacteriaceae	Enterobacteriaceae (OTU2253)
Otu02254	OTU2254	Ruminococcaceae	Ruminococcaceae (OTU2254)
Otu02255	OTU2255	Clostridiales	Clostridiales (OTU2255)
Otu02256	OTU2256	Corynebacterium	Corynebacterium (OTU2256)
Otu02257	OTU2257	Megasphaera	Megasphaera (OTU2257)
Otu02258	OTU2258	Roseburia	Roseburia (OTU2258)
Otu02259	OTU2259	Clostridia	Clostridia (OTU2259)
Otu02260	OTU2260	Acidobacteria_Gp1	Acidobacteria_Gp1 (OTU2260)
Otu02261	OTU2261	Roseburia	Roseburia (OTU2261)
Otu02262	OTU2262	Veillonella	Veillonella (OTU2262)
Otu02263	OTU2263	Clostridiales	Clostridiales (OTU2263)
Otu02264	OTU2264	Firmicutes	Firmicutes (OTU2264)
Otu02265	OTU2265	Firmicutes	Firmicutes (OTU2265)
Otu02266	OTU2266	Butyricimonas	Butyricimonas (OTU2266)
Otu02267	OTU2267	Bacteroidales	Bacteroidales (OTU2267)
Otu02268	OTU2268	Enterobacteriaceae	Enterobacteriaceae (OTU2268)
Otu02269	OTU2269	Firmicutes	Firmicutes (OTU2269)
Otu02270	OTU2270	Clostridiales	Clostridiales (OTU2270)
Otu02271	OTU2271	Veillonellaceae	Veillonellaceae (OTU2271)
Otu02272	OTU2272	Bacteroides	Bacteroides (OTU2272)
Otu02273	OTU2273	Enterobacteriaceae	Enterobacteriaceae (OTU2273)
Otu02274	OTU2274	Ruminococcus	Ruminococcus (OTU2274)
Otu02275	OTU2275	Bacteria	Bacteria (OTU2275)
Otu02276	OTU2276	Actinomyces	Actinomyces (OTU2276)
Otu02277	OTU2277	Lachnospiraceae	Lachnospiraceae (OTU2277)
Otu02278	OTU2278	Ruminococcaceae	Ruminococcaceae (OTU2278)
Otu02279	OTU2279	Blautia	Blautia (OTU2279)
Otu02280	OTU2280	Ruminococcaceae	Ruminococcaceae (OTU2280)
Otu02281	OTU2281	Bacteria	Bacteria (OTU2281)
Otu02282	OTU2282	Lachnospiraceae	Lachnospiraceae (OTU2282)
Otu02283	OTU2283	Ruminococcaceae	Ruminococcaceae (OTU2283)
Otu02284	OTU2284	Clostridiales	Clostridiales (OTU2284)
Otu02285	OTU2285	Enterobacteriaceae	Enterobacteriaceae (OTU2285)
Otu02286	OTU2286	Enterobacteriaceae	Enterobacteriaceae (OTU2286)
Otu02287	OTU2287	Bacteria	Bacteria (OTU2287)
Otu02288	OTU2288	Firmicutes	Firmicutes (OTU2288)
Otu02289	OTU2289	Prevotella	Prevotella (OTU2289)
Otu02290	OTU2290	Clostridiales	Clostridiales (OTU2290)
Otu02291	OTU2291	Lachnospiraceae	Lachnospiraceae (OTU2291)
Otu02292	OTU2292	Sporobacter	Sporobacter (OTU2292)
Otu02293	OTU2293	Ruminococcaceae	Ruminococcaceae (OTU2293)
Otu02294	OTU2294	Erysipelotrichaceae	Erysipelotrichaceae (OTU2294)
Otu02295	OTU2295	Prevotella	Prevotella (OTU2295)
Otu02296	OTU2296	Lactobacillaceae	Lactobacillaceae (OTU2296)
Otu02297	OTU2297	Bacteroides	Bacteroides (OTU2297)
Otu02298	OTU2298	Phascolarctobacterium	Phascolarctobacterium (OTU2298)
Otu02299	OTU2299	Clostridium_IV	Clostridium_IV (OTU2299)
Otu02300	OTU2300	Ruminococcus2	Ruminococcus2 (OTU2300)
Otu02301	OTU2301	Clostridiales	Clostridiales (OTU2301)
Otu02302	OTU2302	Armatimonadetes_gp5	Armatimonadetes_gp5 (OTU2302)
Otu02303	OTU2303	Clostridiales	Clostridiales (OTU2303)
Otu02304	OTU2304	Alistipes	Alistipes (OTU2304)
Otu02305	OTU2305	Bacteroides	Bacteroides (OTU2305)
Otu02306	OTU2306	Catenibacterium	Catenibacterium (OTU2306)
Otu02307	OTU2307	Clostridiales	Clostridiales (OTU2307)
Otu02308	OTU2308	Lachnospiraceae	Lachnospiraceae (OTU2308)
Otu02309	OTU2309	Ruminococcaceae	Ruminococcaceae (OTU2309)
Otu02310	OTU2310	Clostridium_XlVa	Clostridium_XlVa (OTU2310)
Otu02311	OTU2311	Solirubrobacter	Solirubrobacter (OTU2311)
Otu02312	OTU2312	Clostridium_sensu_stricto	Clostridium_sensu_stricto (OTU2312)
Otu02313	OTU2313	Brevundimonas	Brevundimonas (OTU2313)
Otu02314	OTU2314	Firmicutes	Firmicutes (OTU2314)
Otu02315	OTU2315	Bacteria	Bacteria (OTU2315)
Otu02316	OTU2316	Ruminococcaceae	Ruminococcaceae (OTU2316)
Otu02317	OTU2317	Lachnospiraceae	Lachnospiraceae (OTU2317)
Otu02318	OTU2318	Lachnospiraceae	Lachnospiraceae (OTU2318)
Otu02319	OTU2319	Escherichia/Shigella	Escherichia/Shigella (OTU2319)
Otu02320	OTU2320	Holdemania	Holdemania (OTU2320)
Otu02321	OTU2321	Lachnospiraceae	Lachnospiraceae (OTU2321)
Otu02322	OTU2322	Odoribacter	Odoribacter (OTU2322)
Otu02323	OTU2323	Lachnospiraceae	Lachnospiraceae (OTU2323)
Otu02324	OTU2324	Lachnospiraceae	Lachnospiraceae (OTU2324)
Otu02325	OTU2325	Ruminococcaceae	Ruminococcaceae (OTU2325)
Otu02326	OTU2326	Lachnospiraceae	Lachnospiraceae (OTU2326)
Otu02327	OTU2327	Prevotella	Prevotella (OTU2327)
Otu02328	OTU2328	Lachnospiraceae	Lachnospiraceae (OTU2328)
Otu02329	OTU2329	Lachnospiraceae	Lachnospiraceae (OTU2329)
Otu02330	OTU2330	Bacteria	Bacteria (OTU2330)
Otu02331	OTU2331	Escherichia/Shigella	Escherichia/Shigella (OTU2331)
Otu02332	OTU2332	Clostridiales	Clostridiales (OTU2332)
Otu02333	OTU2333	Veillonella	Veillonella (OTU2333)
Otu02334	OTU2334	Ruminococcaceae	Ruminococcaceae (OTU2334)
Otu02335	OTU2335	Ruminococcaceae	Ruminococcaceae (OTU2335)
Otu02336	OTU2336	Lachnospiraceae	Lachnospiraceae (OTU2336)
Otu02337	OTU2337	Ruminococcaceae	Ruminococcaceae (OTU2337)
Otu02338	OTU2338	Clostridia	Clostridia (OTU2338)
Otu02339	OTU2339	Coprobacillus	Coprobacillus (OTU2339)
Otu02340	OTU2340	Ruminococcaceae	Ruminococcaceae (OTU2340)
Otu02341	OTU2341	Firmicutes	Firmicutes (OTU2341)
Otu02342	OTU2342	Photobacterium	Photobacterium (OTU2342)
Otu02343	OTU2343	Clostridiales	Clostridiales (OTU2343)
Otu02344	OTU2344	Micrococcus	Micrococcus (OTU2344)
Otu02345	OTU2345	Bacteria	Bacteria (OTU2345)
Otu02346	OTU2346	Blautia	Blautia (OTU2346)
Otu02347	OTU2347	Phascolarctobacterium	Phascolarctobacterium (OTU2347)
Otu02348	OTU2348	Prevotella	Prevotella (OTU2348)
Otu02349	OTU2349	Clostridia	Clostridia (OTU2349)
Otu02350	OTU2350	Veillonella	Veillonella (OTU2350)
Otu02351	OTU2351	Ruminococcaceae	Ruminococcaceae (OTU2351)
Otu02352	OTU2352	Actinomycetales	Actinomycetales (OTU2352)
Otu02353	OTU2353	Lachnospiraceae	Lachnospiraceae (OTU2353)
Otu02354	OTU2354	Bacteroides	Bacteroides (OTU2354)
Otu02355	OTU2355	Rothia	Rothia (OTU2355)
Otu02356	OTU2356	Bacteria	Bacteria (OTU2356)
Otu02357	OTU2357	Firmicutes	Firmicutes (OTU2357)
Otu02358	OTU2358	Ruminococcaceae	Ruminococcaceae (OTU2358)
Otu02359	OTU2359	Bacteroides	Bacteroides (OTU2359)
Otu02360	OTU2360	Dermabacter	Dermabacter (OTU2360)
Otu02361	OTU2361	Prevotella	Prevotella (OTU2361)
Otu02362	OTU2362	Succinatimonas	Succinatimonas (OTU2362)
Otu02363	OTU2363	Bacteroides	Bacteroides (OTU2363)
Otu02364	OTU2364	Enterobacteriaceae	Enterobacteriaceae (OTU2364)
Otu02365	OTU2365	Clostridium_XI	Clostridium_XI (OTU2365)
Otu02366	OTU2366	Verrucomicrobium	Verrucomicrobium (OTU2366)
Otu02367	OTU2367	Lachnospiraceae	Lachnospiraceae (OTU2367)
Otu02368	OTU2368	Lachnospiraceae	Lachnospiraceae (OTU2368)
Otu02369	OTU2369	Clostridiales	Clostridiales (OTU2369)
Otu02370	OTU2370	Lachnospiraceae	Lachnospiraceae (OTU2370)
Otu02371	OTU2371	Ruminococcaceae	Ruminococcaceae (OTU2371)
Otu02372	OTU2372	Ruminococcaceae	Ruminococcaceae (OTU2372)
Otu02373	OTU2373	Ruminococcaceae	Ruminococcaceae (OTU2373)
Otu02374	OTU2374	Clostridium_XlVb	Clostridium_XlVb (OTU2374)
Otu02375	OTU2375	Clostridiales	Clostridiales (OTU2375)
Otu02376	OTU2376	Akkermansia	Akkermansia (OTU2376)
Otu02377	OTU2377	Akkermansia	Akkermansia (OTU2377)
Otu02378	OTU2378	Anaerostipes	Anaerostipes (OTU2378)
Otu02379	OTU2379	Faecalibacterium	Faecalibacterium (OTU2379)
Otu02380	OTU2380	Bacteria	Bacteria (OTU2380)
Otu02381	OTU2381	Lachnospiraceae	Lachnospiraceae (OTU2381)
Otu02382	OTU2382	Firmicutes	Firmicutes (OTU2382)
Otu02383	OTU2383	Bacteroides	Bacteroides (OTU2383)
Otu02384	OTU2384	Bacteroides	Bacteroides (OTU2384)
Otu02385	OTU2385	Lachnospiraceae	Lachnospiraceae (OTU2385)
Otu02386	OTU2386	Bacteria	Bacteria (OTU2386)
Otu02387	OTU2387	Lachnospiraceae	Lachnospiraceae (OTU2387)
Otu02388	OTU2388	Dialister	Dialister (OTU2388)
Otu02389	OTU2389	Chloroflexi	Chloroflexi (OTU2389)
Otu02390	OTU2390	Faecalibacterium	Faecalibacterium (OTU2390)
Otu02391	OTU2391	Firmicutes	Firmicutes (OTU2391)
Otu02392	OTU2392	Firmicutes	Firmicutes (OTU2392)
Otu02393	OTU2393	Ruminococcus	Ruminococcus (OTU2393)
Otu02394	OTU2394	Clostridia	Clostridia (OTU2394)
Otu02395	OTU2395	Clostridiales	Clostridiales (OTU2395)
Otu02396	OTU2396	Lachnospiraceae	Lachnospiraceae (OTU2396)
Otu02397	OTU2397	Firmicutes	Firmicutes (OTU2397)
Otu02398	OTU2398	Clostridiales	Clostridiales (OTU2398)
Otu02399	OTU2399	Bacteroides	Bacteroides (OTU2399)
Otu02400	OTU2400	Lachnospiraceae	Lachnospiraceae (OTU2400)
Otu02401	OTU2401	Bacteroides	Bacteroides (OTU2401)
Otu02402	OTU2402	Actinomyces	Actinomyces (OTU2402)
Otu02403	OTU2403	Firmicutes	Firmicutes (OTU2403)
Otu02404	OTU2404	Firmicutes	Firmicutes (OTU2404)
